			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE1399_SO2_FAM0236	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0390_SO2_FAM1380	DNA	hAT-Tip100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	156	299	0	0	0	0	0	98	125	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3193_SO2_FAM2422	DNA	hAT-Tag1	0	0	0	0	0	197	755	665	985	2601	3899	5434	8600	6790	13205	14269	17681	21892	21053	18404	17757	10184	7643	3709	2400	1248	36	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2281_SO2_FAM0345	LINE	CR1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	44	0	104	0	86	0	246	0	59	184	342	202	541	518	350	1227	439	472	282	1610	108	103	0	113	130	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1809	DNA	TcMar-Tc1	27	418	594	631	3211	9070	18545	31220	38806	35187	34339	41355	17888	15734	10883	10096	9420	13369	13769	15738	14953	11216	11795	9591	7820	4918	2420	1661	1196	755	904	378	49	98	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2622	LINE	I	0	0	0	0	0	0	8168	2659	8829	31198	20115	1814	13767	1428	2014	4668	5534	3555	2785	4339	9856	5531	9281	15214	7209	19592	11826	16125	4882	3654	4585	2492	5273	4554	4696	1625	2157	0	0	238	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-965	DNA	CMC-Chapaev-3	274	605	992	5093	24203	55316	97723	122818	74934	38634	19116	6805	2762	587	516	366	1257	251	374	771	1217	1893	3199	4128	6355	7505	7813	10066	12637	6326	3634	2056	1541	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1136	DNA	TcMar-Tc1	139	0	487	1072	1232	4620	7686	5376	7237	4610	4283	5244	3460	2621	2643	2735	3991	4009	5330	4379	5885	5416	4406	3074	1753	2555	738	801	535	654	434	114	214	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron-1a_Hdem	RC	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	46	0	203	267	1023	972	946	1199	642	1211	594	213	0	80	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0814_SO2_FAM1794	DNA	TcMar-Fot1	0	0	0	0	0	0	0	0	0	0	37	44	0	0	51	90	99	14	49	0	932	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-652	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3081	Unknown	Unknown	146	3745	71090	213920	108517	65713	60425	26491	21872	8165	17352	13162	1717	296	666	582	913	624	556	888	1760	1142	1289	712	497	508	125	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3223_SO2_FAM003	Unknown	Unknown	0	0	46	0	0	286	309	1109	1433	1511	3903	6373	11860	20314	25277	25104	27069	29689	28256	31627	33505	34735	36861	35333	29536	24675	17426	13285	9440	6939	5490	9969	8184	3715	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1996_SO2_FAM2912	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2967_SO2_FAM1115	Unknown	Unknown	0	0	0	0	0	0	0	40	0	0	77	0	39	182	0	39	108	1220	2530	2723	600	483	0	71	29	146	198	106	66	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5255	DNA	TcMar-Tc1	174	1281	2740	21126	64133	52948	26203	8334	3271	14110	17131	15754	6005	2257	572	956	109	855	249	101	81	0	0	97	323	623	709	7295	4859	962	2177	5683	10852	9175	1943	919	315	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2475_SO2_FAM0537	DNA	TcMar-Fot1	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	276	0	105	99	278	346	813	572	184	178	268	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0797_SO2_FAM1776	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-6490	LINE	CR1	75	206	697	1963	4150	5033	17118	17289	20342	9778	5885	2874	2362	411	773	421	159	269	494	651	741	2411	4149	4882	3969	4691	4113	2001	864	380	453	82	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2774_SO2_FAM0849	DNA	hAT-hATm	0	0	0	0	0	0	0	0	0	0	279	51	0	86	26	6	162	90	21	21	15	335	521	154	125	1352	287	654	786	491	1116	1457	226	1189	3238	5529	6685	1284	560	0	0	0	0	0	0	0	0	0	0	0
TE2560_SO2_FAM0621	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-862	Unknown	Unknown	5643	19090	47752	77030	98935	68790	36703	20734	8444	6085	7449	7676	4383	3930	2374	1137	1995	407	697	317	241	97	0	0	49	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-8741	Unknown	Unknown	808	1563	202	2987	3703	118	1828	678	119	240	129	265	312	118	290	248	110	107	235	56	117	62	115	56	58	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3370_SO2_FAM829	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1752	Unknown	Unknown	8057	0	4829	3388	0	2474	723	722	168	131	114	144	33	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3183_SO2_FAM233	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	57	53	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-953	DNA	TcMar-Mariner	0	0	235	946	744	2909	4465	7133	9367	6109	12265	13791	16248	9693	14208	13092	11569	6991	4177	3830	2877	2041	1376	730	692	812	591	296	203	291	113	67	47	26	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1259_SO2_FAM2226	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	142	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0208_SO2_FAM1205	DNA	TcMar-Fot1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	68	0	0	68	169	61	0	0	291	101	0	316	4198	1259	830	2934	5889	2946	587	469	365	1095	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1131	Unknown	Unknown	45	222	322	1018	2209	3458	6452	7207	6585	5176	6231	5594	4205	2627	1591	1566	510	416	147	240	170	56	55	24	19	22	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2303	Unknown	Unknown	1375	2520	82	3421	2089	590	2500	850	276	760	382	243	66	0	0	0	0	232	54	0	0	0	119	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2928_SO2_FAM0997	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0234_SO2_FAM1233	Unknown	Unknown	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	49	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-155	DNA	Crypton-I	164015	1777689	985457	245571	185302	252488	85994	14983	14603	4694	14483	17422	11188	6476	587	158	294	249	252	355	174	282	386	319	451	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1948	Unknown	Unknown	417	728	4392	7751	13449	17338	11468	8800	4665	5904	2837	673	176	630	114	0	0	0	138	62	55	71	204	67	71	140	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1453	Unknown	Unknown	36	0	0	0	98	266	811	3425	3838	3524	8993	14706	19673	19597	11018	8162	5775	2977	1952	1759	1167	318	590	188	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-1033	LINE	RTE-RTE	0	0	0	0	0	0	0	0	0	197	47	43	0	0	212	318	813	1886	752	474	439	211	50	330	0	12	106	150	60	96	73	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-387	LINE	Penelope	72794	57283	59067	62965	40889	29393	18626	12071	7949	7180	4707	5429	6791	6455	6856	8799	7251	5840	5256	4482	19293	4356	3009	2070	1563	749	532	511	348	45	155	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2591_SO2_FAM0653	DNA	TcMar-Fot1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	34	0	50	0	0	0	125	47	110	185	94	1040	188	498	0	375	195	344	4028	5286	13795	7762	9401	5999	2029	0	0	0	0	0	0	0	0	0	0	0
RTE-5_Hmel_C	LINE	RTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	52	0	0	81	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-490	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1617	DNA	hAT-Tip100	0	0	0	0	0	0	159	267	853	881	1500	4607	5583	6879	4764	8189	5580	1618	1108	579	456	710	255	0	217	85	82	0	109	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-498	DNA	TcMar-Tc1	36	0	241	1889	5207	16108	35359	55753	69191	59410	46757	31814	18367	10807	5715	2765	1195	1713	1574	735	2437	2128	2612	3735	3285	2438	2512	1882	1195	395	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-262	DNA	TcMar-m44	532	5103	13983	5502	4451	3307	3403	3106	2639	2408	4989	6779	8636	14804	37332	25025	22394	17749	17258	18665	18270	15134	16938	16396	16864	18178	13732	13586	9738	7440	4972	2548	2081	754	274	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2099_SO2_FAM3006	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	308	153	136	318	163	77	156	81	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2678_SO2_FAM0743	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-904	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	51	1135	0	191	56	134	157	90	144	126	342	639	1131	3664	10994	26885	51183	38504	19237	5390	643	64	0	0	0	0	0	0	0	0	0	0	0
TE2626_SO2_FAM0688	DNA	CMC-Chapaev-3	0	0	0	0	0	0	0	39	60	44	0	263	49	132	96	646	410	1433	1021	1707	2318	4598	6812	10623	15213	22923	30398	37472	68615	143190	354442	533930	460890	307232	159455	67992	21587	4053	343	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3564	DNA	hAT-Blackjack	29	0	36	140	107	450	377	406	976	2019	4681	10521	16841	22709	18183	15051	10557	6558	1538	1292	905	334	0	1149	168	91	0	158	152	449	0	243	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2097_SO2_FAM3004	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2577_SO2_FAM0640	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	282	130	328	104	474	320	462	825	721	1353	2538	5816	7128	7939	8477	9486	10218	6531	3650	2752	2420	1224	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2683_SO2_FAM0075	Unknown	Unknown	0	0	39	139	0	257	68	125	216	111	114	309	395	850	646	842	571	1081	968	1147	1988	1348	1167	827	1132	577	617	339	425	128	237	677	153	66	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9365	Unknown	Unknown	0	0	1988	12132	49080	50502	17861	2515	2302	1188	3537	4518	297	123	0	213	0	0	0	184	0	137	880	930	1588	3918	5256	5848	7594	1803	1449	1960	1026	2401	145	155	603	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-111	DNA	hAT-hAT19	11374394	6266	2031	134	269	498	1223	2705	5453	9521	12307	28632	24415	13190	12457	4230	5510	3683	2771	4464	6926	8483	12193	6338	9367	7870	6889	6520	8377	7957	11554	16353	25214	24146	45947	30077	7016	3136	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4464	Unknown	Unknown	1879	2563	1311	4629	1139	5686	810	5496	724	3785	1442	2440	1484	409	599	150	108	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1948	LINE	CRE	3259	2069	513	1449	2737	1393	3938	23065	36666	39025	29265	112446	43827	34051	29460	24502	12870	23238	39501	36531	31377	23585	25383	22554	37574	32451	34868	42647	15279	24992	63213	54134	18713	2891	150	315	383	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5196	DNA	hAT-hAT19	4750	13188	15378	8639	3990	1432	634	258	134	441	0	0	0	0	0	0	86	0	0	202	183	84	112	366	741	382	973	155	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-6_family-3656	DNA	hAT-Blackjack	0	0	0	0	0	0	0	0	0	0	40	0	0	54	133	30	156	467	741	638	871	1592	921	1521	2273	1643	2064	1587	1432	1017	1198	755	801	99	176	99	93	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-232	DNA	TcMar-Tigger	386	107	934	2647	3893	8589	15782	40605	93352	150028	195021	205024	184406	140405	91702	62558	35883	23583	11389	7267	3094	2581	2158	885	1006	1158	1239	1294	803	1592	1560	2991	2889	3087	1898	1220	1347	616	316	0	0	0	0	0	0	0	0	0	0	0
TE1300_SO2_FAM2263	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	292	270	216	173	0	595	161	308	461	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-618	Unknown	Unknown	102	118	867	728	1078	4419	6478	10733	15387	20643	23306	24540	21659	20919	18422	14916	9610	8164	5280	3004	1954	1085	1066	266	129	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2961_SO2_FAM110	Unknown	Unknown	0	0	52	75	0	0	0	120	253	787	690	880	370	627	2332	1530	2123	2361	1549	3590	3815	5883	4688	3529	4903	7373	6324	4992	3540	2236	1129	284	65	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5827	Unknown	Unknown	5502	3948	6126	5651	2543	1345	878	562	319	66	0	0	0	0	95	59	56	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-20915	DNA	TcMar-Tc1	0	54	0	0	0	0	0	0	0	471	584	618	1220	1835	1718	3264	4107	2439	4769	2732	3482	4278	2387	1319	1303	1369	684	254	207	269	132	0	67	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-863	DNA	Sola-2	383	91398	175660	74579	103004	54235	11916	2241	255	422	1715	4999	2840	4134	11106	11182	9260	21027	12009	5199	4469	5191	1757	1324	432	725	370	1733	2736	3222	2446	4203	2606	1569	190	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-133	Unknown	Unknown	0	0	0	0	316	37	340	397	1000	404	1068	1516	1481	2748	3895	6479	8204	13959	17935	30171	40159	53279	60112	67657	69519	50758	44940	34654	22231	12112	5228	4245	936	376	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1944	Unknown	Unknown	888	1763	3663	12145	8384	3320	4089	2439	2471	2670	2365	1568	1333	1165	738	139	54	162	0	0	0	72	63	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-666	Unknown	Unknown	1881	4345	21976	89388	177209	255728	180687	73606	30565	12258	2986	1319	1487	245	318	189	255	396	585	349	1539	1031	2102	1495	1885	1564	673	542	158	162	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4868	DNA	TcMar-Tc1	642	10506	54705	105039	79976	58088	21878	16286	9292	10054	3142	1771	927	60	390	111	0	0	54	0	44	425	57	357	378	2822	1472	3933	1621	2359	4699	4892	5685	4621	5510	8111	5808	2296	246	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-6274	DNA-hAT	DNA-hAT	48	0	142	58	316	1843	6417	3065	11814	11234	13894	8331	6965	5923	6143	4508	5565	4400	5239	3529	4924	3248	4250	4909	5582	7312	3869	2744	2109	3171	1414	528	306	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0230_SO2_FAM1229	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	79	0	0	0	83	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1155	DNA	PIF-Harbinger	817	4962	25791	52144	56893	24463	12697	10959	7293	12362	13448	13044	3131	4576	1321	1752	1002	1616	704	365	326	174	75	84	146	454	208	97	15	132	66	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2598	Unknown	Unknown	74	75	180	289	464	1415	3139	5770	17350	26990	23017	16186	16341	6007	5319	1241	1596	706	636	0	92	52	86	344	777	520	506	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-827	DNA	hAT-Charlie	0	0	0	0	0	0	0	0	0	43	0	0	0	38	0	113	0	0	109	157	237	176	224	538	305	339	879	1212	1151	1224	3765	3061	9159	4590	4941	2047	1836	398	271	0	0	0	0	0	0	0	0	0	0	0
Helitron-3_Hbur	RC	Helitron	0	0	0	0	0	0	0	0	52	0	51	0	0	0	0	0	50	169	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3213_SO2_FAM275	LTR	Copia	0	0	0	0	0	34	0	0	0	0	67	0	0	0	0	0	0	0	67	0	0	92	0	59	0	0	0	0	0	0	0	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-302	Unknown	Unknown	5379	45387	169284	240553	265878	121505	57906	34443	20942	12536	6474	7811	8843	10241	7556	7241	7794	6091	7756	6775	8182	11095	10305	12949	9303	9884	6533	3641	4288	3470	2273	1278	983	579	119	92	0	355	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-943	LINE	L2	372	21606	39840	14907	6412	3875	5967	13156	10968	14456	15163	18509	13986	15520	8249	3967	4282	3337	2424	2448	3452	2744	3646	3640	4080	2910	3794	3280	2277	1290	929	223	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2455_SO2_FAM0516	DNA	Sola-1	32	0	0	0	0	37	0	0	47	0	40	0	0	53	43	55	100	85	127	186	71	112	61	60	139	502	115	123	0	158	60	604	1592	3083	1086	1253	0	620	678	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-838	Unknown	Unknown	290	2739	6671	9314	13013	15263	21504	20809	19786	15200	13206	9502	5457	2524	1929	1404	851	358	174	410	239	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-62	LINE	L2	4842	35066	173430	182961	119157	112250	78468	79826	71736	64370	60004	48592	38630	37235	29713	31853	25849	23519	27899	25931	26051	19190	15798	10338	7700	3839	3084	2531	2487	1990	3822	2189	1160	1115	727	709	12	28	0	0	0	0	0	0	0	0	0	0	0	0
TE3249_SO2_FAM404	Unknown	Unknown	0	0	0	0	0	55	62	43	75	170	198	473	347	1046	156	788	978	2087	3542	7808	9513	26314	26197	21277	12708	10633	8949	7534	5494	4243	2746	2175	805	344	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-430	Unknown	Unknown	381	210	1318	3837	7776	21190	42132	67244	81978	89121	84769	63084	48034	35202	24471	14743	6619	2075	2624	714	133	277	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR-16_Hm_I	LTR	LTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	68	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2428_SO2_FAM0491	LINE	R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	37	46	44	0	0	0	0	0	0	0	0	0	0	288	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1083_SO2_FAM2055	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1175_SO2_FAM2147	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	393	317	559	826	259	309	190	364	349	748	19	18	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-107	Unknown	Unknown	43	139	140	233	524	952	570	2495	3119	3056	3721	5284	5407	7049	8078	9689	6964	6707	5637	3054	3160	1807	1488	276	61	181	72	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-166	DNA	TcMar-Tc1	0	0	0	33	177	647	778	1251	1034	2486	4992	4476	7975	7355	8067	8373	11061	11314	15035	10009	7363	4076	4876	3994	1985	1260	1379	1402	529	892	684	377	659	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0275_SO2_FAM1272	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	415	582	135	0	0	0	318	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCORD_LTR	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-607	DNA	TcMar-Pogo	897	7590	64598	207015	307059	208650	62335	16780	6697	2724	1128	374	340	596	586	665	721	1285	1341	1951	385	316	553	563	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-340	LINE	I-Jockey	53081	247138	300033	183341	123920	77705	48143	23938	15561	5854	2791	1627	971	650	295	130	576	569	1180	2736	4728	4785	6083	2805	2687	3518	1380	2958	1657	8320	9909	11274	11482	2240	2337	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stalker2_LTR	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-1416	DNA	TcMar-Mariner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	64	60	87	71	120	458	479	768	630	1433	3134	3117	4542	7336	8725	11260	8090	12699	7104	1162	373	267	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-338	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	70	185	116	266	256	355	441	400	135	225	386	132	80	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2022	Unknown	Unknown	0	0	0	28	278	609	392	1126	1436	1763	2564	4758	6378	6158	9318	10031	8942	5644	8891	6064	3579	3525	2755	1238	2491	1034	1188	407	171	856	270	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-244	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
